,,,Demand,Solar,Wind,Hydro
2030,sc01,01-15 16:00:00+01:00,1301.079293,0.02,339.6,25.2
2030,sc01,01-15 17:00:00+01:00,1463.180975,0.02,0.004,22.8
2030,sc01,01-15 18:00:00+01:00,1472.876052,0.02,0.004,22.8
2030,sc01,01-15 19:00:00+01:00,1460.854156,0.02,0.004,79.2
2030,sc01,01-15 20:00:00+01:00,1418.583622,0.02,0.004,79.2
2030,sc01,01-15 21:00:00+01:00,1299.140278,0.02,0.004,22.8
2030,sc01,01-15 22:00:00+01:00,1190.555418,0.02,0.004,16.8
2030,sc01,01-15 23:00:00+01:00,1140.14102,0.02,38.8,16.8
2030,sc01,01-16 00:00:00+01:00,1123.465487,0.02,16.8,22.8
2030,sc01,01-16 01:00:00+01:00,1119.199654,0.02,18,16.8
2030,sc01,01-16 02:00:00+01:00,1119.97526,0.02,266.8,16.8
2030,sc01,01-16 03:00:00+01:00,1170.777462,0.02,768.4,16.8
2030,sc01,01-16 04:00:00+01:00,1284.40376,0.02,856,16.8
2030,sc01,01-16 05:00:00+01:00,1470.16143,0.02,1067.2,19.8
2030,sc01,01-16 06:00:00+01:00,1553.926892,0.02,1299.6,16.8
2030,sc01,01-16 07:00:00+01:00,1475.20287,826.4,1690,16.8
2030,sc01,01-16 08:00:00+01:00,1392.600816,1187.6,2216.8,16.8
2030,sc01,01-16 09:00:00+01:00,1343.349826,1376,2392.4,16.8
2030,sc01,01-16 10:00:00+01:00,1313.488991,1495.2,1603.6,19.8
2030,sc01,01-16 11:00:00+01:00,1287.118382,1546.8,1314.4,22.8
2030,sc01,01-16 12:00:00+01:00,1266.564819,1509.2,1106.4,22.8
2030,sc01,01-16 13:00:00+01:00,1249.889288,1407.6,1317.2,25.2
2030,sc01,01-16 14:00:00+01:00,1235.540574,1189.2,841.6,22.8
2030,sc01,01-16 15:00:00+01:00,1254.155121,768.8,880.4,25.2
2030,sc01,01-16 16:00:00+01:00,1332.879144,2.816,901.6,25.2
2030,sc01,01-16 17:00:00+01:00,1486.836961,0.02,1034.4,79.2
2030,sc01,01-16 18:00:00+01:00,1491.102796,0.02,1868.8,79.2
2030,sc01,01-16 19:00:00+01:00,1468.222415,0.02,2232.8,79.2
2030,sc01,01-16 20:00:00+01:00,1433.707942,0.02,2214.4,70.8
2030,sc01,01-16 21:00:00+01:00,1320.469446,0.02,1779.6,16.8
2030,sc01,01-16 22:00:00+01:00,1225.845498,0.02,2412.8,16.8
2030,sc01,01-16 23:00:00+01:00,1186.289585,0.02,2707.2,16.8
2030,sc01,01-17 00:00:00+01:00,1181.248145,0.02,2664.8,19.8
2030,sc01,01-17 01:00:00+01:00,1185.126175,0.02,2703.6,19.8
2030,sc01,01-17 02:00:00+01:00,1207.23095,0.02,2465.2,19.8
2030,sc01,01-17 03:00:00+01:00,1259.584365,0.02,2660.4,19.8
2030,sc01,01-17 04:00:00+01:00,1398.03006,0.02,2756.8,19.8
2030,sc01,01-17 05:00:00+01:00,1603.953489,0.02,2740,22.8
2030,sc01,01-17 06:00:00+01:00,1697.414028,0.02,2751.2,22.8
2030,sc01,01-17 07:00:00+01:00,1587.277956,826.4,2695.6,22.8
2030,sc01,01-17 08:00:00+01:00,1456.588322,1181.6,2664,22.8
2030,sc01,01-17 09:00:00+01:00,1365.454601,1372,2722.4,25.2
2030,sc01,01-17 10:00:00+01:00,1296.037853,1465.2,2654,22.8
2030,sc01,01-17 11:00:00+01:00,1249.889288,1500.4,2710.8,34.2
2030,sc01,01-17 12:00:00+01:00,1214.987012,1454.4,2793.2,79.2
2030,sc01,01-17 13:00:00+01:00,1188.2286,1379.2,2796.8,79.2
2030,sc01,01-17 14:00:00+01:00,1168.06284,1200.8,2736.8,79.2
2030,sc01,01-17 15:00:00+01:00,1179.309129,782.4,2809.2,79.2
2030,sc01,01-17 16:00:00+01:00,1246.399059,2.017,2829.2,93.6
2030,sc01,01-17 17:00:00+01:00,1384.069149,0.02,2719.2,155.4
2030,sc01,01-17 18:00:00+01:00,1404.234909,0.02,2771.6,153
2030,sc01,01-17 19:00:00+01:00,1391.049604,0.02,2752,155.4
2030,sc01,01-17 20:00:00+01:00,1386.395967,0.02,2699.2,76.2
2030,sc01,01-17 21:00:00+01:00,1323.184068,0.02,2705.2,25.2
2030,sc01,01-17 22:00:00+01:00,1249.501484,0.02,2619.2,22.8
2030,sc01,01-17 23:00:00+01:00,1215.762617,0.02,2674.8,22.8
2030,sc01,01-18 00:00:00+01:00,1202.965116,0.02,2657.6,22.8
2030,sc01,01-18 01:00:00+01:00,1208.006556,0.02,2650,25.2
2030,sc01,01-18 02:00:00+01:00,1221.579664,0.02,2723.6,22.8
2030,sc01,01-18 03:00:00+01:00,1255.706333,0.02,2684.4,25.2
2030,sc01,01-18 04:00:00+01:00,1321.632855,0.02,2682.4,79.2
2030,sc01,01-18 05:00:00+01:00,1430.217714,0.02,2601.6,79.2
2030,sc01,01-18 06:00:00+01:00,1527.168481,0.02,2542,76.2
2030,sc01,01-18 07:00:00+01:00,1546.946437,832,2631.6,79.2
2030,sc01,01-18 08:00:00+01:00,1479.856507,1198.4,2554,79.2
2030,sc01,01-18 09:00:00+01:00,1404.234909,1371.6,2120.4,79.2
2030,sc01,01-18 10:00:00+01:00,1321.632855,1484,1164.8,79.2
2030,sc01,01-18 11:00:00+01:00,1250.664894,1516.8,724.4,76.2
2030,sc01,01-18 12:00:00+01:00,1196.372464,1488.8,403.6,79.2
2030,sc01,01-18 13:00:00+01:00,1163.797007,1409.2,158.4,79.2
2030,sc01,01-18 14:00:00+01:00,1138.202004,1208,67.6,79.2
2030,sc01,01-18 15:00:00+01:00,1147.509277,797.2,74,76.2
2030,sc01,01-18 16:00:00+01:00,1218.865042,2.017,34.8,133.2
2030,sc01,01-18 17:00:00+01:00,1356.922934,0.02,286.4,229.2
2030,sc01,01-18 18:00:00+01:00,1365.454601,0.02,406.8,235.2
2030,sc01,01-18 19:00:00+01:00,1348.77907,0.02,161.2,235.2
2030,sc01,01-18 20:00:00+01:00,1327.062098,0.02,234,229.2
2030,sc01,01-18 21:00:00+01:00,1278.974518,0.02,210.4,184.2
2030,sc01,01-18 22:00:00+01:00,1223.130876,0.02,216,158.4
2030,sc01,01-18 23:00:00+01:00,1193.27004,0.02,338.4,96
2030,sc01,01-19 00:00:00+01:00,1183.962766,0.02,256.8,79.2
2030,sc01,01-19 01:00:00+01:00,1189.004206,0.02,246.4,79.2
2030,sc01,01-19 02:00:00+01:00,1205.679738,0.02,264,79.2
2030,sc01,01-19 03:00:00+01:00,1236.703983,0.02,183.2,79.2
2030,sc01,01-19 04:00:00+01:00,1295.262246,0.02,103.2,79.2
2030,sc01,01-19 05:00:00+01:00,1380.578922,0.02,70.4,79.2
2030,sc01,01-19 06:00:00+01:00,1465.11999,0.02,88,76.2
2030,sc01,01-19 07:00:00+01:00,1490.32719,848.8,178,79.2
2030,sc01,01-19 08:00:00+01:00,1432.156729,1210.8,188.4,79.2
2030,sc01,01-19 09:00:00+01:00,1352.269297,1412,132.4,79.2
2030,sc01,01-19 10:00:00+01:00,1284.015957,1504.8,66.4,76.2
2030,sc01,01-19 11:00:00+01:00,1237.479589,1546.8,38.4,79.2
2030,sc01,01-19 12:00:00+01:00,1191.331024,1510.8,47.6,76.2
2030,sc01,01-19 13:00:00+01:00,1151.775111,1427.6,30.8,76.2
2030,sc01,01-19 14:00:00+01:00,1131.221549,1220.4,45.6,79.2
2030,sc01,01-19 15:00:00+01:00,1150.611702,806,32,76.2
2030,sc01,01-19 16:00:00+01:00,1224.682088,2.017,93.6,79.2
2030,sc01,01-19 17:00:00+01:00,1386.008164,0.02,5.2,93.6
2030,sc01,01-19 18:00:00+01:00,1414.317788,0.02,544.8,93.6
2030,sc01,01-19 19:00:00+01:00,1395.703241,0.02,664,99
2030,sc01,01-19 20:00:00+01:00,1344.901039,0.02,1460.8,99
2030,sc01,01-19 21:00:00+01:00,1250.277091,0.02,1984,85.2
2030,sc01,01-19 22:00:00+01:00,1166.899432,0.02,2034.4,79.2
2030,sc01,01-19 23:00:00+01:00,1123.465487,0.02,1922.4,79.2
2030,sc01,01-20 00:00:00+01:00,1114.93382,0.02,1206,76.2
2030,sc01,01-20 01:00:00+01:00,1118.424047,0.02,1974.4,79.2
2030,sc01,01-20 02:00:00+01:00,1130.833746,0.02,2135.2,79.2
2030,sc01,01-20 03:00:00+01:00,1188.2286,0.02,2135.2,79.2
2030,sc01,01-20 04:00:00+01:00,1316.203612,0.02,2003.6,79.2
2030,sc01,01-20 05:00:00+01:00,1526.780678,0.02,1881.2,79.2
2030,sc01,01-20 06:00:00+01:00,1605.504701,0.02,1791.2,76.2
2030,sc01,01-20 07:00:00+01:00,1511.656358,848.8,1772.8,79.2
2030,sc01,01-20 08:00:00+01:00,1412.378773,1225.2,1669.2,79.2
2030,sc01,01-20 09:00:00+01:00,1348.391266,1420,1429.2,79.2
2030,sc01,01-20 10:00:00+01:00,1299.140278,1522.8,880.8,79.2
2030,sc01,01-20 11:00:00+01:00,1270.055047,1556.4,165.6,76.2
2030,sc01,01-20 12:00:00+01:00,1239.806407,1520.4,48,79.2
2030,sc01,01-20 13:00:00+01:00,1211.884587,1424.4,40.8,76.2
2030,sc01,01-20 14:00:00+01:00,1199.862692,1228.8,6.8,79.2
2030,sc01,01-20 15:00:00+01:00,1207.618753,807.6,3.2,76.2
2030,sc01,01-20 16:00:00+01:00,1274.320881,1.618,9.6,79.2
2030,sc01,01-20 17:00:00+01:00,1421.686046,0.02,5.2,79.2
2030,sc01,01-20 18:00:00+01:00,1429.829912,0.02,42.8,138.6
2030,sc01,01-20 19:00:00+01:00,1398.417863,0.02,171.2,102
2030,sc01,01-20 20:00:00+01:00,1335.981569,0.02,298,105
2030,sc01,01-20 21:00:00+01:00,1230.499134,0.02,507.2,102
2030,sc01,01-20 22:00:00+01:00,1135.487383,0.02,816.8,96
2030,sc01,01-20 23:00:00+01:00,1080.419347,0.02,1200.8,76.2
2030,sc01,01-21 00:00:00+01:00,1068.009649,0.02,1378.8,79.2
2030,sc01,01-21 01:00:00+01:00,1059.865784,0.02,1325.2,79.2
2030,sc01,01-21 02:00:00+01:00,1076.153513,0.02,1261.2,79.2
2030,sc01,01-21 03:00:00+01:00,1116.872835,0.02,1121.2,79.2
2030,sc01,01-21 04:00:00+01:00,1239.806407,0.02,1390.8,79.2
2030,sc01,01-21 05:00:00+01:00,1417.420213,0.02,1495.6,79.2
2030,sc01,01-21 06:00:00+01:00,1485.673553,0.02,1543.2,79.2
2030,sc01,01-21 07:00:00+01:00,1414.317788,844,1499.2,79.2
2030,sc01,01-21 08:00:00+01:00,1350.718085,1213.2,1982.4,76.2
2030,sc01,01-21 09:00:00+01:00,1304.957323,1402.4,2432.4,76.2
2030,sc01,01-21 10:00:00+01:00,1266.952622,1502.4,2496,76.2
2030,sc01,01-21 11:00:00+01:00,1248.338075,1535.2,2329.6,76.2
2030,sc01,01-21 12:00:00+01:00,1229.335725,1500.4,1376.4,76.2
2030,sc01,01-21 13:00:00+01:00,1235.152771,1404.8,1384.4,76.2
2030,sc01,01-21 14:00:00+01:00,1209.169965,1231.6,2058.4,76.2
2030,sc01,01-21 15:00:00+01:00,1209.169965,663.2,2516.4,76.2
2030,sc01,01-21 16:00:00+01:00,1258.808758,2.416,2560.4,79.2
2030,sc01,01-21 17:00:00+01:00,1402.683697,0.02,2571.2,79.2
2030,sc01,01-21 18:00:00+01:00,1393.764226,0.02,2635.6,150
2030,sc01,01-21 19:00:00+01:00,1360.800965,0.02,2720.8,155.4
2030,sc01,01-21 20:00:00+01:00,1311.162172,0.02,2777.2,153
2030,sc01,01-21 21:00:00+01:00,1196.760267,0.02,2783.2,153
2030,sc01,01-21 22:00:00+01:00,1095.543666,0.02,2756.8,76.2
2030,sc01,01-21 23:00:00+01:00,1045.517071,0.02,2670,79.2
2030,sc01,01-22 00:00:00+01:00,1028.453736,0.02,2559.6,79.2
2030,sc01,01-22 01:00:00+01:00,1026.51472,0.02,2524,79.2
2030,sc01,01-22 02:00:00+01:00,1034.658585,0.02,2476,76.2
2030,sc01,01-22 03:00:00+01:00,1077.316922,0.02,2502.8,79.2
2030,sc01,01-22 04:00:00+01:00,1189.004206,0.02,2518.4,79.2
2030,sc01,01-22 05:00:00+01:00,1385.232559,0.02,2527.2,76.2
2030,sc01,01-22 06:00:00+01:00,1503.512494,0.02,2575.2,79.2
2030,sc01,01-22 07:00:00+01:00,1436.422563,779.2,2654.4,79.2
2030,sc01,01-22 08:00:00+01:00,1340.247402,1161.2,2836.4,79.2
2030,sc01,01-22 09:00:00+01:00,1290.220807,1350.8,2850.4,76.2
2030,sc01,01-22 10:00:00+01:00,1257.257546,1450,2854,79.2
2030,sc01,01-22 11:00:00+01:00,1249.113681,1489.6,2468.8,79.2
2030,sc01,01-22 12:00:00+01:00,1233.601558,1460,1946,76.2
2030,sc01,01-22 13:00:00+01:00,1221.967467,1367.2,1365.2,79.2
2030,sc01,01-22 14:00:00+01:00,1211.884587,1198.8,1104.4,79.2
2030,sc01,01-22 15:00:00+01:00,1221.579664,674.001,1784,79.2
2030,sc01,01-22 16:00:00+01:00,1279.36232,2.416,2546.8,76.2
2030,sc01,01-22 17:00:00+01:00,1425.176275,0.02,2461.2,96
2030,sc01,01-22 18:00:00+01:00,1436.03476,0.02,2384.8,99
2030,sc01,01-22 19:00:00+01:00,1410.051954,0.02,815.6,99
2030,sc01,01-22 20:00:00+01:00,1365.066799,0.02,2392.4,102
2030,sc01,01-22 21:00:00+01:00,1248.338075,0.02,2571.2,99
2030,sc01,01-22 22:00:00+01:00,1156.816551,0.02,2425.6,85.2
2030,sc01,01-22 23:00:00+01:00,1112.994805,0.02,2176,79.2
2030,sc01,01-23 00:00:00+01:00,1100.585107,0.02,2183.6,76.2
2030,sc01,01-23 01:00:00+01:00,1108.728971,0.02,1582.4,79.2
2030,sc01,01-23 02:00:00+01:00,1130.445943,0.02,1635.2,79.2
2030,sc01,01-23 03:00:00+01:00,1192.494434,0.02,2283.2,76.2
2030,sc01,01-23 04:00:00+01:00,1334.042553,0.02,2770.8,79.2
2030,sc01,01-23 05:00:00+01:00,1544.231815,0.02,2836.8,79.2
2030,sc01,01-23 06:00:00+01:00,1626.058263,0.02,2852.8,102
2030,sc01,01-23 07:00:00+01:00,1538.41477,821.2,2852.8,99
2030,sc01,01-23 08:00:00+01:00,1420.91044,1172.4,2823.6,102
2030,sc01,01-23 09:00:00+01:00,1342.574221,1354,2708.4,102
2030,sc01,01-23 10:00:00+01:00,1278.974518,1449.6,2623.6,99
2030,sc01,01-23 11:00:00+01:00,1243.296635,1495.6,2527.2,99
2030,sc01,01-23 12:00:00+01:00,1218.477239,1484.4,2518.8,79.2
2030,sc01,01-23 13:00:00+01:00,1191.331024,1390.8,2417.6,79.2
2030,sc01,01-23 14:00:00+01:00,1190.167615,1218.4,2137.6,76.2
2030,sc01,01-23 15:00:00+01:00,1204.516329,830,1968.8,79.2
2030,sc01,01-23 16:00:00+01:00,1272.381866,1.616,1174.4,76.2
2030,sc01,01-23 17:00:00+01:00,1422.849455,0.02,115.6,93.6
2030,sc01,01-23 18:00:00+01:00,1438.361579,0.02,581.6,99
2030,sc01,01-23 19:00:00+01:00,1415.481198,0.02,995.2,118.8
2030,sc01,01-23 20:00:00+01:00,1373.210663,0.02,1037.6,121.8
2030,sc01,01-23 21:00:00+01:00,1264.625804,0.02,1698.4,79.2
2030,sc01,01-23 22:00:00+01:00,1164.18481,0.02,1730.8,51
2030,sc01,01-23 23:00:00+01:00,1132.384958,0.02,2478,76.2
2030,sc01,01-24 00:00:00+01:00,1119.97526,0.02,2670.8,76.2
2030,sc01,01-24 01:00:00+01:00,1128.119124,0.02,2674,79.2
2030,sc01,01-24 02:00:00+01:00,1151.775111,0.02,2305.6,76.2
2030,sc01,01-24 03:00:00+01:00,1214.211405,0.02,1840.4,79.2
2030,sc01,01-24 04:00:00+01:00,1346.064448,0.02,1664.4,76.2
2030,sc01,01-24 05:00:00+01:00,1545.783028,0.02,1454,79.2
2030,sc01,01-24 06:00:00+01:00,1626.446066,0.02,942,76.2
2030,sc01,01-24 07:00:00+01:00,1541.129391,816.001,2413.6,79.2
2030,sc01,01-24 08:00:00+01:00,1424.400668,1128.401,1914.8,76.2
2030,sc01,01-24 09:00:00+01:00,1363.903389,1311.2,2564.4,76.2
2030,sc01,01-24 10:00:00+01:00,1300.69149,1427.2,2646,85.2
2030,sc01,01-24 11:00:00+01:00,1256.869743,1525.2,2697.6,76.2
2030,sc01,01-24 12:00:00+01:00,1223.518679,1515.6,2020.4,79.2
2030,sc01,01-24 13:00:00+01:00,1199.862692,1422.8,2630,76.2
2030,sc01,01-24 14:00:00+01:00,1190.555418,1238.8,2728.8,76.2
2030,sc01,01-24 15:00:00+01:00,1193.657842,876.4,2444.8,79.2
2030,sc01,01-24 16:00:00+01:00,1247.950272,2.016,1343.6,76.2
2030,sc01,01-24 17:00:00+01:00,1371.659451,0.02,446.8,153
2030,sc01,01-24 18:00:00+01:00,1382.130134,0.02,1261.2,155.4
2030,sc01,01-24 19:00:00+01:00,1361.188767,0.02,2417.6,153
2030,sc01,01-24 20:00:00+01:00,1337.920584,0.02,2522.4,105
2030,sc01,01-24 21:00:00+01:00,1263.074592,0.02,2432.4,82.2
2030,sc01,01-24 22:00:00+01:00,1190.555418,0.02,2030.8,73.8
2030,sc01,01-24 23:00:00+01:00,1152.938521,0.02,1855.2,73.8
2030,sc01,01-25 00:00:00+01:00,1138.202004,0.02,1410.8,76.2
2030,sc01,01-25 01:00:00+01:00,1143.631247,0.02,1335.2,76.2
2030,sc01,01-25 02:00:00+01:00,1153.326324,0.02,1749.2,22.8
2030,sc01,01-25 03:00:00+01:00,1183.962766,0.02,879.2,22.8
2030,sc01,01-25 04:00:00+01:00,1252.991713,0.02,1412.4,25.2
2030,sc01,01-25 05:00:00+01:00,1348.003463,0.02,1913.6,22.8
2030,sc01,01-25 06:00:00+01:00,1438.749381,0.02,2706,31.2
2030,sc01,01-25 07:00:00+01:00,1451.934685,861.2,2713.2,76.2
2030,sc01,01-25 08:00:00+01:00,1414.705591,1202.4,2765.2,79.2
2030,sc01,01-25 09:00:00+01:00,1350.330282,1358,2845.6,76.2
2030,sc01,01-25 10:00:00+01:00,1290.60861,1457.2,2808.4,79.2
2030,sc01,01-25 11:00:00+01:00,1231.662543,1500.8,2854,76.2
2030,sc01,01-25 12:00:00+01:00,1189.392009,1512,2846.8,76.2
2030,sc01,01-25 13:00:00+01:00,1154.101929,1427.6,2827.2,79.2
2030,sc01,01-25 14:00:00+01:00,1133.93617,1250,2806.4,76.2
2030,sc01,01-25 15:00:00+01:00,1148.284884,870,2811.2,79.2
2030,sc01,01-25 16:00:00+01:00,1210.721178,3.216,2691.6,76.2
2030,sc01,01-25 17:00:00+01:00,1336.369372,0.02,1854.8,141.6
2030,sc01,01-25 18:00:00+01:00,1346.064448,0.02,2654.8,155.4
2030,sc01,01-25 19:00:00+01:00,1326.286492,0.02,2756,155.4
2030,sc01,01-25 20:00:00+01:00,1299.140278,0.02,2808.4,73.8
2030,sc01,01-25 21:00:00+01:00,1239.806407,0.02,2782,25.2
2030,sc01,01-25 22:00:00+01:00,1172.328674,0.02,2830.8,22.8
2030,sc01,01-25 23:00:00+01:00,1137.814201,0.02,2854,22.8
2030,sc01,01-26 00:00:00+01:00,1119.587457,0.02,2854,25.2
2030,sc01,01-26 01:00:00+01:00,1118.036245,0.02,2854,25.2
2030,sc01,01-26 02:00:00+01:00,1121.526472,0.02,2820.8,79.2
2030,sc01,01-26 03:00:00+01:00,1150.223899,0.02,2826,76.2
2030,sc01,01-26 04:00:00+01:00,1194.433449,0.02,2828,79.2
2030,sc01,01-26 05:00:00+01:00,1271.994062,0.02,2808.8,76.2
2030,sc01,01-26 06:00:00+01:00,1345.676646,0.02,2578,79.2
2030,sc01,01-26 07:00:00+01:00,1364.678996,857.2,2422.8,76.2
2030,sc01,01-26 08:00:00+01:00,1324.347476,1207.2,2095.6,76.2
2030,sc01,01-26 09:00:00+01:00,1271.994062,1384.8,2317.2,79.2
2030,sc01,01-26 10:00:00+01:00,1220.416254,1482,2054,76.2
2030,sc01,01-26 11:00:00+01:00,1183.18716,1495.6,1221.2,76.2
2030,sc01,01-26 12:00:00+01:00,1143.243444,1472.8,870,79.2
2030,sc01,01-26 13:00:00+01:00,1125.404502,1383.6,948.4,76.2
2030,sc01,01-26 14:00:00+01:00,1114.546017,1256.8,1082.8,76.2
2030,sc01,01-26 15:00:00+01:00,1121.914275,882.8,2360.8,79.2
2030,sc01,01-26 16:00:00+01:00,1187.06519,4.815,2574.8,102
2030,sc01,01-26 17:00:00+01:00,1389.110589,0.02,552.8,153
2030,sc01,01-26 18:00:00+01:00,1372.82286,0.02,2185.2,158.4
2030,sc01,01-26 19:00:00+01:00,1344.901039,0.02,2579.2,155.4
2030,sc01,01-26 20:00:00+01:00,1299.52808,0.02,2612,153
2030,sc01,01-26 21:00:00+01:00,1211.496784,0.02,2639.6,155.4
2030,sc01,01-26 22:00:00+01:00,1115.321623,0.02,2684.8,133.2
2030,sc01,01-26 23:00:00+01:00,1082.358362,0.02,2744.8,62.4
2030,sc01,01-27 00:00:00+01:00,1075.377907,0.02,2827.6,79.2
2030,sc01,01-27 01:00:00+01:00,1078.868135,0.02,2851.6,76.2
2030,sc01,01-27 02:00:00+01:00,1102.136319,0.02,2850.4,76.2
2030,sc01,01-27 03:00:00+01:00,1161.082385,0.02,2626.4,73.8
2030,sc01,01-27 04:00:00+01:00,1297.976868,0.02,2762.4,76.2
2030,sc01,01-27 05:00:00+01:00,1511.268556,0.02,2818,76.2
2030,sc01,01-27 06:00:00+01:00,1587.277956,0.02,2830.4,76.2
2030,sc01,01-27 07:00:00+01:00,1494.593023,861.6,2823.2,79.2
2030,sc01,01-27 08:00:00+01:00,1392.213013,1212.4,2850.4,76.2
2030,sc01,01-27 09:00:00+01:00,1327.062098,1372.8,2842.8,76.2
2030,sc01,01-27 10:00:00+01:00,1275.096486,1455.2,2851.2,79.2
2030,sc01,01-27 11:00:00+01:00,1253.767318,1462,2854,76.2
2030,sc01,01-27 12:00:00+01:00,1220.804057,1444.8,2854,79.2
2030,sc01,01-27 13:00:00+01:00,1202.577313,1359.6,2854,79.2
2030,sc01,01-27 14:00:00+01:00,1202.18951,1209.2,2854,99
2030,sc01,01-27 15:00:00+01:00,1196.372464,886.4,2853.6,155.4
2030,sc01,01-27 16:00:00+01:00,1246.786863,5.614,2852.4,153
2030,sc01,01-27 17:00:00+01:00,1384.844755,0.02,2673.2,155.4
2030,sc01,01-27 18:00:00+01:00,1400.356878,0.02,2842.4,155.4
2030,sc01,01-27 19:00:00+01:00,1365.454601,0.02,2838,155.4
2030,sc01,01-27 20:00:00+01:00,1313.488991,0.02,2673.2,155.4
2030,sc01,01-27 21:00:00+01:00,1204.128526,0.02,2629.6,155.4
2030,sc01,01-27 22:00:00+01:00,1104.463137,0.02,2851.6,130.2
2030,sc01,01-27 23:00:00+01:00,1062.192603,0.02,2854,82.2
2030,sc01,01-28 00:00:00+01:00,1050.558511,0.02,2854,79.2
2030,sc01,01-28 01:00:00+01:00,1045.517071,0.02,2854,79.2
2030,sc01,01-28 02:00:00+01:00,1068.785255,0.02,2852,79.2
2030,sc01,01-28 03:00:00+01:00,1122.689882,0.02,2850.4,79.2
2030,sc01,01-28 04:00:00+01:00,1254.542925,0.02,2831.6,79.2
2030,sc01,01-28 05:00:00+01:00,1450.771277,0.02,2834.4,79.2
2030,sc01,01-28 06:00:00+01:00,1521.739238,0.02,2794,79.2
2030,sc01,01-28 07:00:00+01:00,1422.461653,855.2,2746,79.2
2030,sc01,01-28 08:00:00+01:00,1334.042553,1217.6,2578,76.2
2030,sc01,01-28 09:00:00+01:00,1284.40376,1410,2337.6,73.8
2030,sc01,01-28 10:00:00+01:00,1256.869743,1522.4,2110.8,76.2
2030,sc01,01-28 11:00:00+01:00,1228.560119,1563.2,2203.6,76.2
2030,sc01,01-28 12:00:00+01:00,1211.10898,1512.4,852.4,73.8
2030,sc01,01-28 13:00:00+01:00,1191.331024,1413.2,158,102
2030,sc01,01-28 14:00:00+01:00,1189.779812,1229.2,666,153
2030,sc01,01-28 15:00:00+01:00,1196.760267,740,887.2,153
2030,sc01,01-28 16:00:00+01:00,1241.745424,3.616,1044,155.4
2030,sc01,01-28 17:00:00+01:00,1380.966724,0.02,2132.8,155.4
2030,sc01,01-28 18:00:00+01:00,1399.193468,0.02,2091.6,155.4
2030,sc01,01-28 19:00:00+01:00,1375.149678,0.02,1605.2,153
2030,sc01,01-28 20:00:00+01:00,1317.367021,0.02,2806.8,155.4
2030,sc01,01-28 21:00:00+01:00,1216.926027,0.02,2826.8,127.2
2030,sc01,01-28 22:00:00+01:00,1121.526472,0.02,2743.6,79.2
2030,sc01,01-28 23:00:00+01:00,1084.685181,0.02,2733.2,73.8
2030,sc01,01-29 00:00:00+01:00,1076.541316,0.02,2816.4,73.8
2030,sc01,01-29 01:00:00+01:00,1077.704726,0.02,2759.6,76.2
2030,sc01,01-29 02:00:00+01:00,1094.380257,0.02,2783.2,76.2
2030,sc01,01-29 03:00:00+01:00,1144.794657,0.02,2838.4,79.2
2030,sc01,01-29 04:00:00+01:00,1278.198911,0.02,2840.4,76.2
2030,sc01,01-29 05:00:00+01:00,1463.956581,0.02,2844,76.2
2030,sc01,01-29 06:00:00+01:00,1522.514845,0.02,2847.6,76.2
2030,sc01,01-29 07:00:00+01:00,1457.363929,837.6,2854,79.2
2030,sc01,01-29 08:00:00+01:00,1372.435057,1172,2839.2,76.2
2030,sc01,01-29 09:00:00+01:00,1318.918234,1351.2,2809.6,76.2
2030,sc01,01-29 10:00:00+01:00,1271.606259,1426.4,2826.4,79.2
2030,sc01,01-29 11:00:00+01:00,1235.928377,1465.2,2844.8,147
2030,sc01,01-29 12:00:00+01:00,1220.028451,1471.6,2839.2,150
2030,sc01,01-29 13:00:00+01:00,1202.577313,1367.6,2846,153
2030,sc01,01-29 14:00:00+01:00,1196.760267,1233.2,2854,155.4
2030,sc01,01-29 15:00:00+01:00,1201.801707,871.6,2854,153
2030,sc01,01-29 16:00:00+01:00,1236.31618,5.616,2825.2,155.4
2030,sc01,01-29 17:00:00+01:00,1368.944829,0.02,2433.6,73.8
2030,sc01,01-29 18:00:00+01:00,1385.620361,0.02,2710,76.2
2030,sc01,01-29 19:00:00+01:00,1369.332633,0.02,2828,76.2
2030,sc01,01-29 20:00:00+01:00,1321.245052,0.02,2834.4,76.2
2030,sc01,01-29 21:00:00+01:00,1219.252845,0.02,2835.6,76.2
2030,sc01,01-29 22:00:00+01:00,1122.689882,0.02,2791.2,25.2
2030,sc01,01-29 23:00:00+01:00,1088.951014,0.02,2794.8,22.8
2030,sc01,01-30 00:00:00+01:00,1075.76571,0.02,2835.6,22.8
2030,sc01,01-30 01:00:00+01:00,1080.419347,0.02,2850.4,25.2
2030,sc01,01-30 02:00:00+01:00,1095.543666,0.02,2852.4,22.8
2030,sc01,01-30 03:00:00+01:00,1152.938521,0.02,2850.8,22.8
2030,sc01,01-30 04:00:00+01:00,1278.974518,0.02,2854,25.2
2030,sc01,01-30 05:00:00+01:00,1475.978477,0.02,2854,79.2
2030,sc01,01-30 06:00:00+01:00,1529.107496,0.02,2854,76.2
2030,sc01,01-30 07:00:00+01:00,1444.566428,841.2,2854,79.2
2030,sc01,01-30 08:00:00+01:00,1343.737631,1165.6,2854,76.2
2030,sc01,01-30 09:00:00+01:00,1289.057397,1355.6,2854,79.2
2030,sc01,01-30 10:00:00+01:00,1247.174666,1428.4,2840.4,76.2
