01-03 15:00:00+01:00,0.0,0.12740634734564732,0.0,0.6602302758595049,0.0,0.0,0.1157182972533658,0.0,0.0,0.4462149818998537,0.07097590597843596,0.7492915368911433,0.0,0.0,0.0,1.0,0.17724697759936692,0.0,0.0,0.3060188616250473,0.18386659038074427,0.8260417225176444,1.0,0.0,0.0,0.0,0.05894388361897101,0.0,0.0,0.0,0.3646581278330131,0.0,0.0,0.0
01-03 16:00:00+01:00,0.018266106170610367,0.2605714760991412,0.3666722971339725,0.5428756355858968,0.0,0.0,0.05737423305944551,0.0,0.0,0.5159876523052629,0.09878447963721156,0.9041845644411814,0.0,0.17785291124964248,0.49665045005475067,1.0,0.4565229241309676,0.0,0.6427329636069652,0.2828719626721342,0.16087481532019005,0.8224846199603286,1.0,0.0,0.0,0.23688463595955978,0.09394456389259498,0.0,0.0,0.0,0.36441417973752516,0.0,0.0,0.0
01-03 17:00:00+01:00,0.0,0.48074422163634767,0.5091643370934227,1.0,0.0,0.0,0.0,0.0,0.0,0.5064473260497049,0.27360555901533723,0.2625284325785972,0.0,0.0,0.0,0.32920307684048855,0.055666414689848516,0.0,0.08200273367412936,0.0,0.0,0.6943860186695792,0.2188179784507626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6059574628782012,0.0,0.0,0.0
01-03 18:00:00+01:00,0.0,0.34703640001083924,0.5098619260663715,1.0,0.0,0.0,0.0,0.0,0.0,0.5747770681597822,0.8563755612146633,0.0,0.0,0.0,0.0,0.0,0.2793242657380002,0.0,0.21991982495024875,0.3423731280308957,0.0,1.0,0.19729367901094721,0.0,0.0,0.0,0.0,0.030425447684165278,0.0,0.0,0.2506503360341151,0.0,0.0,0.0
01-03 19:00:00+01:00,0.0,0.4350298766162666,0.5135596757883557,1.0,0.0,0.0,0.0,0.0,0.0,0.6625314881164829,0.8641317162296269,0.0,0.0,0.0,0.0,0.0,0.4571905111399299,0.0,0.21412159522388058,0.3322605398105946,0.0,1.0,0.2307009021383457,0.0,0.0,0.28769316267419764,0.0,0.48331533804833415,0.0,0.0,0.23295665778251598,0.0,0.0,0.0
01-03 20:00:00+01:00,0.0,0.5092262698450672,0.518814432790611,1.0,0.0,0.0,0.0,0.0,0.0,0.5111490484767007,0.7948618317450121,0.0,0.0,0.08722925161274275,0.0,0.12016578311748653,0.5995827031551112,0.0,0.19122737305970147,0.06119993096861814,0.663012136782617,1.0,0.25506722718126706,0.0,0.0,0.5787238781460393,0.0,0.7609453143714651,0.0,0.0,0.3278890085569927,0.0,0.0,0.0
01-03 21:00:00+01:00,0.0,0.5282503698603317,0.5258406087063004,1.0,0.0,0.0,0.05226858092545909,0.19777587016982567,0.0,0.4486007076099455,0.7240317574967841,0.0,0.0,0.048574834684805404,0.0,0.21598351475541275,0.587946244786229,0.0,0.16503870216417907,0.0,0.6786819173823575,1.0,0.28207406154801073,0.0,0.0,0.6748947235080209,0.0,0.7488013010824026,0.0,0.0,0.3883702467626351,0.0,0.0,0.0
01-03 22:00:00+01:00,0.0,0.3491743224401157,0.5339031050300707,1.0,0.0,0.0,0.171817855587988,0.21567661445717,0.0,0.4437890423767212,0.7354521624619695,0.0,0.0,0.0,0.0,0.22208701940298503,0.48384434327603193,0.0,0.13322750549751244,0.0,0.6876842422314147,0.8834572095126735,0.3638892004733056,0.0,0.0,0.49488449243565485,0.0,0.7521987042541375,0.0,0.0,0.0,0.0,0.14341681749119453,0.0
01-03 23:00:00+01:00,0.0,0.5939220497713071,0.5435092203921196,1.0,0.0,0.0,0.20787467403347012,0.473825551742216,0.4847564635986876,0.6782134693790739,0.6563513751775973,0.20649262517808623,0.0,0.14007828556451235,0.0,0.1879467311708534,0.4679150938757743,0.5104884354768315,0.10319970373134327,0.053727590062009056,0.7653608471134206,0.027251922895373374,0.19076305575796176,0.0,0.0,0.5877988832257621,0.0,0.8734938493004805,0.0,0.0,0.3373550576347186,0.6564708189538582,0.44065570379870084,0.0
01-04 00:00:00+01:00,0.20912901494874092,0.5145866053017767,0.4911826696837148,1.0,0.0,0.0,0.011619410342476181,0.4995974896923226,0.5244583787555575,0.6915890750768154,0.5940243087182056,0.6223139549102656,0.0,0.5983446374391614,0.0,0.3615740811132331,0.6410011690939306,0.5470878682132005,0.07810039721393033,0.1313163976429135,0.8582050228485998,0.06038131523102139,0.6619554597186259,0.0,0.0,0.5806762244705223,0.017105157588591213,0.9295324821637161,0.0,0.0,0.5318325232569715,0.6013108944916511,0.8129433218346593,0.0
01-04 01:00:00+01:00,0.19100893504601446,0.0,0.3577918808044764,1.0,0.2573533873450763,0.13096544859614473,0.0,0.48196790862645256,0.528646716596888,0.6504977779462666,0.5670348158509502,0.6148367699000226,0.3457750424827682,0.5018091784002999,0.4385925693561088,0.0,0.6401611519960868,0.5491629911627416,0.06251545855721392,0.35182706049889645,0.9304961865788806,0.08484801009840977,0.8707935121509816,0.0,0.0,0.5122699126841557,0.0,0.9559971407481336,0.5195650444455433,0.0,0.17566538251599143,0.5697881197035312,0.8011512972458774,0.0
01-04 02:00:00+01:00,0.0,0.0,0.20026432394691004,0.6914263124293666,0.0,0.0,0.005188447213284819,0.29434752135034853,0.2546823270791985,0.28913700023675215,0.5957442975584093,0.6179500866699078,0.0,0.24626833913104934,0.0,0.0,0.6683041360758533,0.40468447808340113,0.054336440597014916,0.21404958995627296,1.0,0.2762665195902759,0.5864363059256024,0.0,0.0,0.6184629734028827,0.0,0.8741567778566952,0.0,0.0,0.16839346609808103,0.47733824985191564,0.032234346904939266,0.0
01-04 03:00:00+01:00,0.0,0.0,0.0,0.48805168725735554,0.0,0.0,0.0,0.26449156761720893,0.0,0.20241511094303977,0.5740374397986834,0.3099564147952297,0.0,0.2383143788271236,0.0,0.0,0.6113293638441031,0.0,0.049706642014925376,0.15101966068563127,1.0,0.29658776432446754,0.4800838639021662,0.0,0.0,0.5741506037172112,0.0,0.8452494814254576,0.0,0.0,0.17544243539445625,0.48914091984346936,0.0,0.0
01-04 04:00:00+01:00,0.0,0.0,0.0,0.5275616706163229,0.0,0.0,0.0,0.2506158103440597,0.0,0.13573495158829765,0.570871429381168,0.2972874925918727,0.0,0.20135492380597014,0.0,0.0,0.602389153142063,0.0,0.051419755348258704,0.13862261953586164,1.0,0.299750380956165,0.5985823912011251,0.0,0.0,0.5113687600809482,0.0,0.8230227616405437,0.0,0.0,0.17003701236673768,0.17593475419069754,0.0,0.0
01-04 05:00:00+01:00,0.0,0.0,0.12858514918605138,0.7199853193112321,0.0,0.0,0.09088559656573958,0.25897851974313324,0.0,0.23598404823004265,0.5897277592632825,0.3562014486081704,0.0,0.25903565699050474,0.0,0.0,0.6296565879146271,0.30718188309118083,0.06494895800995025,0.1651092838214489,1.0,0.3023574291495988,0.9755661977245832,0.0,0.0,0.5857293548184048,0.0,0.856439127187792,0.0,0.0,0.12478525948827293,0.4733395112309908,0.0,0.0
01-04 06:00:00+01:00,0.19523485843942728,0.46859692705977735,0.42075636867817984,1.0,0.0,0.0,0.01585273319372804,0.48146287421587386,0.42330836809439165,0.508415191820713,0.5675565815173492,0.6198781024386756,0.0,0.6220497584648832,0.0,0.3675819994332783,0.6714683149658348,0.45272304302639915,0.09499433017412937,0.24857048628224448,0.9448776030721633,0.07481938883207556,0.4442949569863247,0.0,0.0,0.5510244439207351,0.033464155717996436,0.9166259545358839,0.0,0.0,0.4723130389598674,0.5870610189572193,0.7576386410529073,0.0
01-04 07:00:00+01:00,0.0,0.4363256183524959,0.39673626651919214,1.0,0.0,0.0,0.0,0.0,0.0,0.3980812752640431,0.9282769028283142,0.0,0.0,0.0,0.0,0.3682260753158646,0.29585251904009363,0.0,0.13784851888059702,0.0,0.43164299747096,0.0,0.38039372236113966,0.0,0.0,0.14009344855397593,0.035616888029524674,0.6151026984547923,0.0,0.0,0.4833415526161568,0.0,0.0,0.0
01-04 08:00:00+01:00,0.0,0.38643404802258224,0.34671598560525313,1.0,0.0,0.0,0.0,0.0,0.0,0.49106539267543736,0.8793898803264589,0.0,0.0,0.0,0.0,0.4197701105983884,0.41998081869317533,0.0,0.1790598758457711,0.0,0.20025670300378873,1.0,0.4623104947386769,0.0,0.0,0.24479015113281508,0.11485586015367233,0.4186137818331891,0.0,0.0,0.5540414208114117,0.0,0.0,0.0
01-04 09:00:00+01:00,0.0,0.3939428633048786,0.35855853869977977,1.0,0.0,0.0,0.0,0.0,0.0,0.45198144305184856,0.8277553708351048,0.0,0.0,0.0,0.0,0.33674821078457634,0.0,0.0,0.013651156373134297,0.0,0.0,0.06479306823800421,0.48754482371913155,0.0,0.0,0.0,0.07200558106358723,0.0,0.0,0.0,0.5744808864294235,0.0,0.0,0.0
01-04 10:00:00+01:00,0.0,0.0,0.00047574498951834303,0.6493976015883384,0.0,0.0,0.11410808733016226,0.0,0.0,0.40548787912584194,0.36803394252646426,0.26356679440350556,0.0,0.3890035945471134,0.0,1.0,0.0,0.0,0.07949789055052213,0.34926563932839266,0.0,0.802213503830742,1.0,0.0,0.0,0.38688305006500634,0.11421696126860864,0.0,0.0,0.0,0.3433429681492674,0.43790642686567005,0.0,0.0
01-04 11:00:00+01:00,0.0,0.12924651860867242,0.0012554422451819456,0.6643032284664969,0.0,0.0,0.09167475620182286,0.0,0.0,0.3397638854957309,0.4000664032026649,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3378860926203965,0.0,0.7998542563052918,1.0,0.0,0.0,0.0,0.055309462600720005,0.0,0.0,0.0,0.33942224680914374,0.3888725636809371,0.0,0.0
01-04 12:00:00+01:00,0.0,0.14490958612221838,0.04677263983884311,0.6149735032956459,0.0,0.0,0.07207214575460474,0.0,0.0,0.2921392972140858,0.33934953287682595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35825107067462614,0.0,0.8073979404590151,1.0,0.0,0.0,0.0,0.07169507624805174,0.0,0.0,0.0,0.3354669463499399,0.0,0.0,0.0
01-04 13:00:00+01:00,0.0,0.14156900704196013,0.042958401941658064,0.535784462668977,0.0,0.0,0.045424010369530754,0.0,0.0,0.29947283829181476,0.27522402061225715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34840547013423917,0.0,0.8130062870275447,1.0,0.0,0.0,0.0,0.09727036557800273,0.0,0.0,0.0,0.31639772309897984,0.2153169680958004,0.0,0.0
01-04 14:00:00+01:00,0.0,0.13856664125090462,0.0,0.6324321835694715,0.0,0.0,0.016115884311260226,0.0,0.0,0.3038382035690171,0.24516849685039235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2762580942415379,0.0,0.8163843193575209,1.0,0.0,0.0,0.0,0.06637125812195055,0.0,0.0,0.0,0.3363178754650087,0.0,0.0,0.0
01-04 15:00:00+01:00,0.0,0.13361237519250713,0.0,0.6369420099375773,0.0,0.0,0.03951930449899656,0.0,0.0,0.33656435677503765,0.23281344595270048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18248960847710943,0.0,0.8182825498175071,1.0,0.0,0.0,0.0,0.06523793477205142,0.0,0.0,0.0,0.33730988335140305,0.0,0.0,0.0
01-04 16:00:00+01:00,0.0,0.0,0.030866718593343907,0.7617819909871,0.0,0.0,0.09178964172369303,0.0,0.0,0.4163726804822652,0.2501428279597157,0.08503784987672253,0.0,0.35960114910159935,0.0,1.0,0.0,0.0,0.5421800721721994,0.15223189429246267,0.0,0.8157882790474371,1.0,0.0,0.0,0.31058408089401457,0.14519624751806426,0.0,0.0,0.0,0.3368042070012092,0.370242200039847,0.0,0.0
01-04 17:00:00+01:00,0.0,0.0,0.18934712916652022,1.0,0.0,0.0,0.0,0.5351528713693128,0.0,0.6220851745565187,0.6207031072338931,0.0,0.0,0.0,0.8709014460689324,1.0,0.0,0.0,0.18052657914676606,0.42695758434415454,0.37628500411854576,0.2503685027214469,0.3036113917319048,0.0,0.0,0.0,0.40723251652517406,0.7735760527478911,0.0,0.0,0.5092834373914091,0.0,0.0,0.0
01-04 18:00:00+01:00,0.0,0.3409215829092314,0.1395837487939228,1.0,0.0,0.0,0.0,0.3026428901674362,0.0,0.5673818862991289,0.7935782955404054,0.0,0.0,0.17063273672635668,0.0,1.0,0.603963233649924,0.0597449629752691,0.2262012404726368,0.23815052955595833,0.7606812835017329,1.0,0.0,0.0,0.0,0.4781767035687793,0.5509293820396972,0.8339502307117834,0.0,0.0,0.5833182486933148,0.21699114553573656,0.0,0.0
01-04 19:00:00+01:00,0.0,0.297721196267289,0.16257680216289191,1.0,0.0,0.0,0.0,0.3340282701838603,0.0,0.5180808742136794,0.6800376231527614,0.0,0.0,0.13727180315803497,0.0,0.5156011426181645,0.690530949845217,0.0,0.21936635756218903,0.0,0.7799022780404428,1.0,0.0,0.0,0.0,0.6887527539393278,0.6137656780900097,0.8281948903159169,0.0,0.0,0.6920426859968062,0.033563623299585524,0.0,0.0
01-04 20:00:00+01:00,0.0,0.31151089369101376,0.18013573971419547,1.0,0.0,0.0,0.0,0.312679114430026,0.0,0.4599816596535231,0.6361362277919542,0.0,0.0,0.30347489460252897,0.0,0.5674754097673501,0.7288443919705094,0.0,0.19637549823383083,0.0,0.7930802658218787,0.9516069227984096,0.07638918191943993,0.0,0.0,0.47102651379169164,0.6121660239552186,0.8161495897855514,0.0,0.0,0.670660551868816,0.17629566722697518,0.0,0.0
01-04 21:00:00+01:00,0.0,0.3607461698283422,0.23813502746030957,1.0,0.0,0.0,0.0,0.27815478098776536,0.0,0.390679163269925,0.6812240171601324,0.0,0.0,0.054169328227279226,0.0,0.5386033805884366,0.6054963306313038,0.0,0.16901839619402986,0.0,0.8511138254739136,0.48552560415266843,0.07615036354410369,0.0,0.0,0.6744431949715721,0.5154522425515845,0.8252896241310381,0.0,0.0,0.6325585270715384,0.49072055188694613,0.0,0.0
01-04 22:00:00+01:00,0.0,0.39462733328817656,0.29192832302583666,1.0,0.0,0.0,0.09802231430934044,0.5259967927145879,0.5248987111494425,0.7551021048753779,0.6585621617236127,0.4055351819304332,0.0,0.06305299445486431,0.0,0.512535907123697,0.521508415930636,0.5540284803769393,0.13890274246268655,0.15024720286195173,0.8548840509638609,0.017572085492254752,0.10777260511268304,0.0,0.0,0.630959320832158,0.42393960275428944,0.9488585077161596,0.0,0.0628544777028011,0.5966182284940856,0.47641308992682274,0.009521986902860666,0.0
01-04 23:00:00+01:00,0.2878144903448623,0.3389276588422304,0.28215746156974747,1.0,0.0,0.0,0.13582454370763142,0.4813768641168808,0.48417481196035744,0.5659795861598473,0.6282747494637196,0.6646792582842882,0.0,0.24211729587131406,0.0,0.6044562038110866,0.7048305325984844,0.5091302337027912,0.11084282472636814,0.0,0.9504553188489459,0.08504714005290408,0.8080412269086555,0.0,0.0,0.6712572161004111,0.347608587211529,0.9389128169693635,0.0,0.14403863046134835,0.6697993399404195,0.46934184517256583,0.5553968648190815,0.0
01-05 00:00:00+01:00,0.2338978564960231,0.0,0.10015050539566693,1.0,0.0,0.0,0.10063057374787321,0.48465272550582816,0.543907872645089,0.6666666666666665,0.5416587952647962,0.63504503307104,0.15700446250113026,0.6153350100624043,0.0,0.08525843531631269,0.6623164823440371,0.5665016078903534,0.0794269619154229,0.3106890925461461,1.0,0.2540988727698684,1.0,0.0,0.0,0.590827841648669,0.1884570195277883,1.0,0.0,0.29807158909389897,0.22254128221142364,0.42523870163596483,0.5458054010902929,0.0
01-05 01:00:00+01:00,0.2944718932163512,0.0,0.18158588407099396,0.732415161536506,0.0,0.0,0.0017236183569756538,0.4161799371759258,0.5476976232233652,0.6446095370326491,0.5777334186268479,0.6547309566520466,0.0,0.6487433001085899,0.0,0.0,0.704666045444368,0.5677237625334202,0.06257695495024874,0.294815775841976,1.0,0.1298878458581719,0.7609004840428674,0.0,0.0,0.5940087643773079,0.0,0.9926476234553275,0.0,0.37058121549767514,0.14215102737739868,0.3562520253935909,0.321237428801175,0.0
01-05 02:00:00+01:00,0.0,0.0,0.0669011155688161,0.6410940862695051,0.0,0.0,0.0,0.26184062724062096,0.0,0.44608207791327614,0.574578080273809,0.3343752651442852,0.0,0.205894055395458,0.0,0.0,0.6260148244389881,0.022843388662727063,0.05098049552238806,0.1370680286419148,1.0,0.3478077923137238,0.659222574642121,0.0,0.0,0.5532451456507566,0.0,0.9264718037488697,0.0,0.4911402045021549,0.1372541390405117,0.0,0.0,0.0
01-05 03:00:00+01:00,0.0,0.0,0.0,0.4688508780122608,0.0,0.0,0.0,0.1496898867927724,0.0,0.1569875320990752,0.5645142320440555,0.19807605478586232,0.0,0.14826228392485438,0.0,0.0,0.49809310874254953,0.0,0.04936401935323383,0.01621947858246985,1.0,0.4270769451762964,0.6035056579182931,0.0,0.0,0.3049652521890552,0.0,0.8301069551441361,0.0,0.31903432827502926,0.1382386531982942,0.0,0.0,0.0
01-05 04:00:00+01:00,0.0,0.0,0.0,0.46520578956740927,0.0,0.0,0.0,0.16419327831737857,0.0,0.1326757528804501,0.5679633353491933,0.19324516372647632,0.0,0.15814319818229142,0.0,0.0,0.49839524910546373,0.0,0.04907410786069651,0.03298545286889138,0.9413592829419621,0.36362876552515894,0.6612347865514713,0.0,0.0,0.2743814184287312,0.0,0.8024561230519152,0.0,0.0,0.14166189460554365,0.0,0.0,0.0
01-05 05:00:00+01:00,0.0,0.0,0.0,0.4465977812337348,0.0,0.0,0.0,0.20956961736707327,0.0,0.12515255123955613,0.5753951433752122,0.2393480080364028,0.0,0.22040676244950194,0.0,0.0,0.5464350864004649,0.0,0.05648002855721393,0.09157081485682075,0.9702967964783168,0.2802756201219993,0.8068385001080636,0.0,0.0,0.26107748146691584,0.0,0.8095942270170687,0.0,0.0,0.14299847944562893,0.0,0.0,0.0
01-05 06:00:00+01:00,0.0,0.0,0.0,0.4605906925017703,0.0,0.0,0.0,0.23677041137467278,0.0,0.2646253131000021,0.5682527951446883,0.3019672824408789,0.0,0.19228544838749762,0.0,0.0,0.6097807331754413,0.0,0.07562297179104477,0.12720799080923065,1.0,0.32955903334462316,1.0,0.0,0.0,0.47561803601845015,0.08684373517393354,0.8659862154777784,0.0,0.40867114206879857,0.14749139914712148,0.0,0.0,0.0
01-05 07:00:00+01:00,0.22484048961283945,0.0,0.17846323213390758,0.8018983705815669,0.0,0.0,0.1236829602356801,0.41216063038620515,0.43748872493046886,0.46160535155292226,0.5762979643884532,0.6365338468738203,0.0,0.6332194570238758,0.0,0.40655060103510726,0.6988889152491679,0.4602270085395528,0.10120546412935322,0.28812794286398136,0.9931239639434004,0.0811245953754658,1.0,0.0,0.0,0.5559055977113049,0.0805981081789039,0.9278262082639746,0.0,0.09924051470617422,0.50124939790216,0.49523354674337505,0.27569296993191206,0.0
01-05 08:00:00+01:00,0.0,0.43800296866458865,0.3928489080135458,1.0,0.0,0.0,0.0,0.4789672143893505,0.40604634844784526,0.5284375416144436,0.5463946705784473,0.617152707049943,0.0,0.30376502073923567,0.0,0.482596653486383,0.6592264421976668,0.4413258695999909,0.12559316970149254,0.12719616594290978,0.8895029016499869,0.13836755113997645,0.15543325064293745,0.0,0.0,0.5950642291858212,0.26982973417242584,0.8925363481214739,0.0,0.0,0.5769349089584774,0.5387298270725411,0.0,0.0
01-05 09:00:00+01:00,0.0,0.3854526807289075,0.39461254913856014,1.0,0.0,0.0,0.0,0.49419951453708777,0.0,0.29565159428481796,0.560501166570242,0.0,0.0,0.0,0.0,0.5165787336206561,0.0,0.0,0.15335031813432834,0.44849491716204687,0.1900639854882945,0.2199434278074894,0.7676812311287271,0.0,0.0,0.026042466369671002,0.08790997326972426,0.08669618979975288,0.0,0.0,0.6179767851076838,0.0,0.0,0.0
01-05 10:00:00+01:00,0.0,0.11322697887407367,0.0,0.541457555323652,0.0,0.0,0.2977778861828775,0.0,0.0,0.34396732920009276,0.09592748625211654,0.4415911342770423,0.0,0.0,0.0,0.6958856245244462,0.0,0.0,0.0,0.21280134815782137,0.0,0.8382222020092329,1.0,0.0,0.0,0.0,0.10813098556375783,0.0,0.0,0.0,0.7808230495923822,0.3854660982063743,0.0,0.0
01-05 11:00:00+01:00,0.0,0.21827033384319972,0.28346023526905906,0.36763874637201277,0.0,0.0,0.2562689434184491,0.0,0.0,0.3267633476679139,0.0,0.32717649233803203,0.0,0.0,0.0,0.6975649415572938,0.0,0.0,0.0,0.2624168522381346,0.04352232748886639,0.8427074441000849,1.0,0.0,0.0,0.0,0.16510706279307705,0.0,0.0,0.0,0.7863541070491088,0.412991309636013,0.0,0.0
01-05 12:00:00+01:00,0.0,0.22763308230509635,0.29422980708691215,0.3504952204275589,0.0,0.0,0.2537685546180104,0.0,0.0,0.35138018877719374,0.5309575884554576,0.2437254742975648,0.0,0.0,0.0,0.7015852604923292,0.0,0.0,0.0,0.10938834830973211,0.16595360605678106,0.8208965167522412,1.0,0.0,0.0,0.0,0.17091093227870757,0.0,0.0,0.0,0.7849756544092031,0.4034394112760618,0.0,0.0
01-05 13:00:00+01:00,0.0,0.22773408341767926,0.28835735824402864,0.3217228300537395,0.0,0.0,0.25044828829112264,0.0,0.0,0.33065595293453154,0.5236756847486457,0.18374050164598446,0.0,0.0,0.0,0.7053389921255434,0.0,0.0,0.0,0.0740128035125286,0.12652944184460707,0.8237015587908928,1.0,0.0,0.0,0.0,0.18096060310812334,0.0,0.0,0.0,0.786428590265391,0.40501560874981996,0.0,0.0
01-05 14:00:00+01:00,0.0,0.2168769188110602,0.26893776124557195,0.28347559119684257,0.0,0.0,0.250489644816654,0.0,0.0,0.3631552255579064,0.48119267070314087,0.2880093065795377,0.0,0.0,0.0,0.7104250667958868,0.0,0.0,0.0,0.03552105013886957,0.21771889178995818,0.8266051821615885,1.0,0.0,0.0,0.0,0.19607383863919514,0.0,0.0,0.0,0.7941894738847471,0.40889037965802344,0.0,0.0
01-05 15:00:00+01:00,0.0,0.11513730021886431,0.0,0.49750015619239696,0.0,0.0,0.29068527628715524,0.0,0.0,0.3350531658386082,0.09748988872968271,0.6351702276014117,0.0,0.0,0.0,0.6877229179255715,0.045789581110337596,0.23944601178843486,0.0,0.12872626582913177,0.305162575624387,0.8464503085105418,1.0,0.0,0.0,0.0,0.12537926133553604,0.0,0.0,0.0,0.7881108631259695,0.4083852447523759,0.0,0.0
01-05 16:00:00+01:00,0.0,0.16043020339204575,0.0872129617490911,0.6653038284185501,0.0,0.0,0.2249890554981932,0.0,0.0,0.5274879649118871,0.0,1.0,0.0,0.15339666047885894,0.0,0.6516908910372914,0.41076462797775815,0.0,0.38753158129150655,0.170595316521963,0.5279497145494335,0.8503990159331555,1.0,0.0,0.0,0.16151575168684473,0.06508300853710025,0.0,0.0,0.0,0.7700273611876143,0.43930079009828116,0.0,0.0
01-05 17:00:00+01:00,0.0,0.40128929223784865,0.39022558592176376,1.0,0.0,0.0,0.0,0.0,0.0,0.43702526013836285,0.4448506430847795,0.22911492844386516,0.0,0.366876561103402,0.3853405355167128,0.4684572697796796,0.053499278054634794,0.0,0.39526733360696525,0.0,0.0,0.4082079323025219,0.1491495831663219,0.0,0.0,0.3894664394697599,0.2464275619460674,0.0,0.0,0.0,0.6210560826256528,0.0,0.0,0.0
01-05 18:00:00+01:00,0.0,0.4188668894920416,0.38581213818843874,1.0,0.0,0.0,0.0,0.08575189274771744,0.0,0.48777584022846837,0.6559688998483814,0.0,0.0,0.0,0.0,0.4606823775065547,0.21508975912505798,0.0,0.16505645270149247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29713668916380753,0.024949908576493027,0.0,0.0,0.6058894144086033,0.0,0.0,0.0
01-05 19:00:00+01:00,0.0,0.41428294408544664,0.36457648628975337,1.0,0.0,0.0,0.0,0.0,0.0,0.5558509923066729,0.7106131836295261,0.0,0.0,0.0,0.0,0.01637467540698007,0.4302827096176206,0.0,0.18013166982587064,0.0,0.15157714523416474,1.0,0.0,0.0,0.0,0.23684489341144535,0.3427230686649805,0.5416154690959046,0.0,0.0,0.2728202243360468,0.0,0.0,0.0
01-05 20:00:00+01:00,0.0,0.14188057669329268,0.3697344321633588,1.0,0.0,0.0,0.4477141974538881,0.18403861939176797,0.0,0.47229778825216356,0.7607827609813903,0.0,0.0,0.0,0.0,1.0,0.5015763593089301,0.0,0.16191117221393034,0.0,0.7181986308318149,0.8641984752557521,0.0858314002626237,0.0,0.0,0.4179464172240803,0.3191688655563789,0.7786540576572849,0.0,0.0,0.6976450842553884,0.6799366792802705,0.7791439037378557,0.0
01-05 21:00:00+01:00,0.0,0.0,0.39954742397428633,1.0,0.0,0.0,0.5391075465889631,0.32684817815831385,0.47286757510035543,0.7952765115759557,0.7071858303801015,0.14850892304526356,0.0,0.0007753735573329919,0.0,1.0,0.3991810806630567,0.497068168286495,0.13968462495024872,0.02227492959972157,0.6741972929042586,0.2049279123455167,0.015013079124102546,0.0,0.0,0.5557132190174606,0.3071450542882572,0.8618684443610181,0.0,0.0,0.6665915576829881,0.7801983803437942,0.9948712320140071,0.0
01-05 22:00:00+01:00,0.0,0.09923263129452543,0.4126357873267901,1.0,0.0,0.0,0.4963422381187774,0.3588548038988019,0.47650493756826506,0.746648129608984,0.7637282117765551,0.5263440794581651,0.0,0.1257237434686378,0.0,1.0,0.4959831266686488,0.49997973942749385,0.11481373355721392,0.16222154836686264,0.7590227273994166,0.0,0.32825840606953827,0.0,0.0,0.5948458411773752,0.2703689271442633,0.8927842250915594,0.0,0.0,0.6105404830077528,0.7769305179397852,1.0,0.0
